"idName","gender","InvalsiRead1","InvalsiRead2","InvalsiRead3","InvalsiRead4","InvalsiRead5","InvalsiRead6","InvalsiRead7","InvalsiRead8","InvalsiRead9","InvalsiRead10","InvalsiRead11","InvalsiRead12"
"calomjpw","F","1","1","1","1","1","1","1","0","1","1","0","1"
"kxrhqpud","M","1","0","1","1","1","1","1","1","1","1","0","0"
"yvlbxuwk","F","1","0","1","1","0","0","0","0","0","0","0","1"
"zmjfulxb","M","1","0","1","0","0","1","1","0","0","0","0","0"
"ujyvcexb","M","1","0","0","1","0","1","0","0","0","0","0","0"
"djokxghe","F","1","1","1","1","1","1","1","0","0","0","0","0"
"qxyldtip","M","0","0","1","0","0","0","0","0","0","0","0","0"
"mkbhragx","M","1","0","0","1","0","0","0","0","0","0","0","0"
"fvxdnqsh","M","1","0","1","1","1","1","0","0","1","0","0","1"
"gmpncuwj","F","1","0","1","0","1","0","0","0","1","1","0","1"
"hztfgjui","F","1","0","1","1","1","0","0","0","0","1","0","0"
"kagwycst","F","0","0","1","0","0","1","1","0","1","0","0","0"
"razqjole","F","1","0","1","1","0","0","1","0","0","0","0","0"
"gcwitlqk","M","1","0","1","0","1","1","1","0","0","0","1","0"
"nhyfpiju","F","0","0","1","1","0","0","0","0","0","0","0","0"
"ohutrsib","F","0","0","1","0","0","1","0","0","0","0","0","0"
"dsntjocm","F","1","0","1","0","0","1","1","1","0","0","1","0"
"yznlfhmu","M","0","0","1","0","0","0","0","0","0","0","0","0"
"vzpfcuqd"," ","1","0","1","0","0","1","0","0","0","0","0","1"
"afuiotch","F","0","0","0","0","0","1","0","0","0","0","0","0"
"amhotkrw","F","0","0","1","1","1","1","1","1","1","1","0","1"
"xeqbclzu","M","1","0","1","1","1","1","1","1","1","0","0","1"
"lofujnxm","F","1","0","1","1","1","0","0","0","0","0","0","0"
"jkafmxho","M","1","0","0","1","0","0","0","0","0","1","0","0"
"lparfkoh","F","0","0","0","0","0","0","0","0","0","0","0","0"
"xiupjkhf","M","1","1","1","1","1","1","1","1","1","1","1","1"
"tgljvyxh","F","1","0","1","1","1","1","0","0","0","0","0","0"
"grdevkjx","M","1","0","1","1","1","0","1","0","0","0","0","0"
"wmrlabkv","F","1","0","1","0","0","1","0","0","0","0","0","1"
"wuxtlyoq","F","1","1","1","1","1","1","1","0","1","0","0","0"
"inbltuag","F","0","0","1","1","0","0","0","0","0","0","0","0"
"aocpmsjt","F","1","0","0","0","0","0","0","0","0","0","0","0"
"voiatryq","M","1","0","1","1","1","1","1","0","1","1","0","0"
"vckgsqmi","F","1","0","1","1","1","1","1","1","1","0","0","0"
"psbjrlxy","M","1","0","0","0","1","1","0","0","0","0","0","0"
"ajehfurq","F","0","0","0","0","0","1","1","0","0","0","0","0"
"tnedghfy","M","1","1","1","1","1","1","1","0","1","1","1","1"
"shcwjvku","M","1","0","1","0","0","0","1","0","0","1","0","0"
"bjfptknr","F","1","0","1","1","1","1","1","0","1","1","1","0"
"iojdfyng","F","1","1","1","1","1","1","1","0","1","1","1","0"
"uyscwhja","F","0","0","1","1","0","0","0","0","0","0","0","0"
"dfrszgpk","M","0","0","1","0","0","0","1","0","0","0","0","0"
"ihmjxpsg","M","1","0","1","1","0","1","1","1","1","1","1","0"
"kdygczao","M","0","0","1","0","0","1","1","0","0","0","0","0"
"jdoeprlz","F","1","0","1","0","0","1","1","0","1","0","0","0"
"xbchjlyz","F","1","0","1","1","1","1","1","1","1","1","1","0"
"ilqndvht","F","0","0","1","1","1","1","1","1","1","1","1","1"
"xemtgiqz","M","1","0","1","0","1","1","1","0","1","0","0","0"
"anojstbw","F","0","0","0","0","0","0","1","0","0","0","0","0"
"zckolaxw","M","1","1","1","1","1","1","1","0","1","1","0","1"
"rqshfwdt","F","1","0","1","1","1","1","1","0","1","0","0","0"
"hvijplky","F","1","0","1","1","0","1","1","0","1","1","1","0"
"edaxscbw","M","1","1","1","0","1","1","1","0","0","0","0","0"
"rygctflu","F","1","0","1","1","0","1","0","0","1","1","0","0"
"ysjoazvr","M","0","0","1","1","1","1","0","0","0","0","0","0"
"bgjievmn","F","0","0","0","1","1","0","0","0","0","0","0","0"
"paibsnuy","F","1","0","1","1","1","1","0","0","0","1","1","1"
"ityxawbq","M","1","0","1","1","1","1","0","0","0","1","1","0"
"faolhzxc","M","1","0","1","1","1","1","1","1","1","1","1","1"
"ihqaszdr","F","0","0","0","0","0","1","1","0","0","0","0","0"
"gnjplhed","M","0","0","1","1","0","1","1","0","0","0","0","0"
"uskcdbtz","M","1","0","0","1","0","0","0","0","0","0","0","0"
"apybicnz","F","1","0","1","0","1","1","1","0","1","0","0","0"
"vzmkpnja","M","1","0","1","0","0","0","0","0","0","1","0","0"
"emtwlzyk","M","0","0","0","0","0","0","0","0","0","0","0","0"
"bdquxnew","F","0","0","1","1","0","0","0","0","0","0","0","0"
"mouhfcqt","f","1","1","1","1","1","1","1","0","1","1","1","0"
"umcefobq","M","0","0","1","0","0","1","0","0","0","0","0","0"
"hlurnxqa","F","1","0","1","1","0","1","1","0","1","0","0","0"
"thmwnulc","F","1","0","1","1","0","1","1","0","0","1","0","0"
"jcvtdfwx","M","0","0","1","1","0","1","1","0","1","0","1","0"
"erhsmnlk","M","1","1","1","1","1","1","1","1","1","1","0","0"
"ljduvywo","F","1","0","1","1","0","1","1","0","0","0","0","0"
"gnzaekpu","M","1","0","1","1","1","1","1","0","1","1","1","0"
"koyelwfx","M","1","0","1","1","1","1","1","0","1","0","1","1"
"hnwqceiu","F","1","0","1","1","1","1","1","0","1","1","0","0"
"antvzrmx","F","1","1","1","1","1","1","1","1","1","1","1","1"
"gchpyuxz","M","1","0","1","1","1","1","1","1","1","1","0","1"
"zebmashc","M","1","0","1","1","1","1","1","1","1","0","1","1"
"bvqztlcf","F","0","0","1","0","0","1","0","0","0","0","0","0"
"tufowevg","M","0","0","1","1","1","1","1","0","1","0","0","1"
"yhpmbwgi","M","1","1","1","1","1","1","1","0","1","1","1","1"
"qyextihm","M","0","0","1","1","0","0","1","0","0","0","0","0"
"xdjcbuhl","M","0","0","1","0","0","1","0","0","0","0","0","0"
"amvpnlro","F","1","1","1","1","0","1","1","0","1","1","0","0"
"lxjwczko","F","1","1","1","1","1","1","1","1","1","1","0","0"
"ukmwfiyv","F","1","0","1","1","1","1","1","0","1","0","0","1"
"fihteckr","F","0","0","1","0","0","1","0","0","0","0","0","0"
"weqvxsua","M","1","1","1","1","1","1","1","0","1","1","1","0"
"yaqkouip","F","0","0","1","1","0","0","0","0","0","1","0","0"
"gzdyxeob","M","1","0","1","1","0","1","1","0","1","0","0","0"
"eglzbujs","F","1","1","1","1","1","1","1","1","1","1","1","1"
"xbkhdnwq","F","1","1","1","1","0","1","1","0","0","0","0","0"
"jrwqgnut","M","1","0","1","0","1","1","0","1","1","0","0","0"
"dvqacngw","M","0","0","0","0","0","0","0","0","0","0","0","0"
"tasgdlvm","F","1","0","1","1","0","0","1","0","0","0","0","0"
"pxbmvtnc","F","1","0","1","0","0","0","0","0","0","0","0","0"
"zewlpivh","F","1","0","0","1","0","0","0","0","0","0","0","0"
"tnusgclw","M","1","0","1","1","1","1","1","0","0","0","0","1"
"jhpmntqd","F","1","1","1","1","1","1","1","1","1","0","0","0"
"hudswcnj","F","1","1","1","1","0","1","1","0","1","0","0","0"
"porucvis","F","0","0","1","1","1","1","1","0","1","1","1","0"
"loyfbqrn","M","1","0","1","1","0","1","1","0","0","1","0","0"
"onpfgkde","M","1","0","1","1","1","1","1","1","0","1","1","1"
"adhntzfg","M","0","0","1","0","0","1","0","0","0","0","0","0"
"ixtlkozf","F","1","0","1","1","1","1","1","0","0","0","0","0"
"bjguxhwd","M","1","0","1","1","1","1","0","0","1","0","0","0"
"swemlpxj","M","0","0","1","1","0","1","1","1","1","1","0","0"
"boqjcmih","F","1","0","1","0","1","1","1","0","0","1","0","0"
"itlouvpm","F","1","0","1","1","1","0","1","0","0","0","0","0"
"ghutpsre","F","1","0","1","1","0","1","0","0","0","0","0","0"
"ujkfqmch","M","1","0","0","1","0","0","0","0","0","0","0","0"
"qmdacylp","M","1","1","1","1","1","1","1","1","1","0","1","0"
"zicfvgaj","F","1","0","0","1","0","1","1","0","0","0","0","0"
"ldyohxvz","M","0","0","0","0","0","0","1","0","0","0","0","0"
"bzeyrgoc","F","0","0","1","0","0","1","0","1","0","0","0","0"
"iltajnyh","F","0","0","1","0","0","1","0","0","1","0","0","0"
"bcfwgqkh","F","1","1","1","1","0","1","1","0","0","1","0","0"
"fanktsmh","M","1","1","1","1","1","1","1","1","1","1","0","0"
"ugtivckn"," ","1","0","1","1","1","1","1","1","1","1","1","1"
"dehkotcz","F","1","0","0","0","1","0","1","0","0","0","1","0"
"qmofjatv","M","0","0","1","1","0","0","0","0","0","1","0","0"
"vimjdnrz","M","0","0","1","0","0","0","0","0","0","0","0","0"
"gomlcisz","F","1","0","1","1","0","1","1","0","1","0","1","1"
"nqawpjdl","M","0","0","0","0","0","0","0","0","0","0","0","0"
"upkneqsi","M","1","0","1","1","0","1","1","1","0","0","0","0"
"twxojzny","F","1","0","1","1","1","1","1","0","0","1","1","0"
"vdebtarf","F","1","0","1","1","1","1","0","0","1","1","0","0"
"grbwtkam","M","1","0","1","0","1","1","1","0","1","0","0","0"
"zdysilmr","F","1","1","1","1","1","1","1","0","1","1","0","1"
"nemdzcgb","F","0","0","1","1","0","1","1","0","0","0","0","0"
